OBJECTID	NAMOBJ	REMARK	x	y
6750	Puskesmas Kekuyang	Puskesmas/Puskesmas Pembantu	96.664955207	4.73555299600002
6751	Puskesmas Jamuratu	Puskesmas/Puskesmas Pembantu	97.010279709	4.74736196600003
6752	Puskesmas Reronga	Puskesmas/Puskesmas Pembantu	96.740805838	4.81893380499997
6753	Puskesmas Singahmulo	Puskesmas/Puskesmas Pembantu	96.740439553	4.84486903599998
6754	Puskesmas Cotgirek	Puskesmas/Puskesmas Pembantu	97.342653448	4.88272702500001
6755	Puskesmas Cotgirek	Puskesmas/Puskesmas Pembantu	97.359900242	4.94389993300001
6756	Puskesmas Meunasahkumbang	Puskesmas/Puskesmas Pembantu	97.338371503	4.98237040599997
6757	Puskesmas Dayahseupeng	Puskesmas/Puskesmas Pembantu	97.114237237	4.99141411300002
6758	Puskesmas Piraktimu	Puskesmas/Puskesmas Pembantu	97.275295426	4.99665853300002
6759	Puskesmas Kutalhoksukon	Puskesmas/Puskesmas Pembantu	97.3236766	5.040630862
6760	Puskesmas Pembantu Meunyematangubi	Puskesmas/Puskesmas Pembantu	97.341290042	5.04460728700002
6761	Puskesmas Keulilee	Puskesmas/Puskesmas Pembantu	97.237316853	5.05930384300001
6762	Puskesmas Tanahluas	Puskesmas/Puskesmas Pembantu	97.264809255	5.06694530800002
6763	Puskesmas Nisamantara	Puskesmas/Puskesmas Pembantu	96.982255015	5.083114352
6764	Puskesmas Simpangkeuramat	Puskesmas/Puskesmas Pembantu	97.115416744	5.08680680700002
6765	Puskesmas Syamtaliraaron	Puskesmas/Puskesmas Pembantu	97.253290588	5.10365620200002
6766	Puskesmas Syamtalirabayu	Puskesmas/Puskesmas Pembantu	97.178385806	5.11667402799998
6767	Puskesmas Lhokiboh	Puskesmas/Puskesmas Pembantu	97.363920476	5.11901819600001
6768	Puskesmas Gampongsawang	Puskesmas/Puskesmas Pembantu	96.892465194	5.132677113
6769	Puskesmas Cottrueng	Puskesmas/Puskesmas Pembantu	97.369693068	5.18142136900002
6770	Puskesmas Gandapura	Puskesmas/Puskesmas Pembantu	96.897306809	5.23490843899998
6771	Puskesmas Dewantara	Puskesmas/Puskesmas Pembantu	97.004994449	5.242382045
6772	Puskesmas Pantonmesjid	Puskesmas/Puskesmas Pembantu	96.846533494	5.13365937700001
6773	Puskesmas Jagongjeget	Puskesmas/Puskesmas Pembantu	96.760238975	4.37500504799999
6774	Pustu Tanohabu	Puskesmas/Puskesmas Pembantu	96.808971946	4.440085216
6775	Puskesmas Atulintang	Puskesmas/Puskesmas Pembantu	96.773618894	4.45406520500001
6776	Puskesmas Merahmege	Puskesmas/Puskesmas Pembantu	96.785955997	4.462530163
6777	Pustu Wihilang	Puskesmas/Puskesmas Pembantu	96.781822985	4.48729620400002
6778	Puskesmas Linge	Puskesmas/Puskesmas Pembantu	96.88088295	4.46371323199998
6779	Pustu Owaq Dusun Ongkal	Puskesmas/Puskesmas Pembantu	97.11833297	4.39840505400002
6780	Puskesmas Pantannangka	Puskesmas/Puskesmas Pembantu	97.011712973	4.43127405899997
6781	Puskesmas Linge	Puskesmas/Puskesmas Pembantu	97.198437985	4.39015318000003
6782	Puskemas Jamat	Puskesmas/Puskesmas Pembantu	97.248698939	4.42332415499999
6783	Puskesmas Linung Ayu	Puskesmas/Puskesmas Pembantu	96.793321044	4.54596305299998
6784	Pustu Wehlah	Puskesmas/Puskesmas Pembantu	96.820153974	4.55077621200002
6785	Pustu Gelelungi	Puskesmas/Puskesmas Pembantu	96.817125967	4.57163916399998
6786	Pustu Atangjungket	Puskesmas/Puskesmas Pembantu	96.794285029	4.59580699000003
6787	Puskesmas Simpangkelaping	Puskesmas/Puskesmas Pembantu	96.815091965	4.59848121800002
6788	Pustu Tebes Lues	Puskesmas/Puskesmas Pembantu	96.785504944	4.60379516099999
6789	Puskesmas Jungket	Puskesmas/Puskesmas Pembantu	96.804747902	4.60673217300001
6790	Puskesmas Bies Penentanan	Puskesmas/Puskesmas Pembantu	96.800565005	4.61662517600001
6791	Puskesmas Luttawar	Puskesmas/Puskesmas Pembantu	96.847594925	4.62249722199999
6792	Puskesmas Balenosar	Puskesmas/Puskesmas Pembantu	96.95210792	4.58744620200002
6793	Pustu Pante Menye	Puskesmas/Puskesmas Pembantu	96.997433974	4.595289159
6794	Pustu Kuala Dua	Puskesmas/Puskesmas Pembantu	97.020439968	4.583217171
6795	Puskesmas Bintang	Puskesmas/Puskesmas Pembantu	97.009281013	4.58750205000001
6796	Pustu Perlak	Puskesmas/Puskesmas Pembantu	96.977334	4.1628
6797	Puskesmas Terangun	Puskesmas/Puskesmas Pembantu	97.06515	4.07691299999999
6798	Pustu Rerebe	Puskesmas/Puskesmas Pembantu	97.03143	4.12480699999998
6799	Pustu Kampung Akul	Puskesmas/Puskesmas Pembantu	97.163949022	4.03735698200001
6800	Puskesmas Pembantu Remukut	Puskesmas/Puskesmas Pembantu	97.161562	4.07236799999998
6801	Puskesmas pembantu kampung Seneren	Puskesmas/Puskesmas Pembantu	97.211912032	4.09985203299999
6802	Puskesmas Buntulmusara	Puskesmas/Puskesmas Pembantu	97.032429	4.13161300000002
6803	Puskesmas Pantancuaca Kampung Atukapur	Puskesmas/Puskesmas Pembantu	97.200793	4.148188
6804	Puskesmas Kampung Rema Baru	Puskesmas/Puskesmas Pembantu	97.311162	4.00994100000003
6805	Pustu Kampung Uninggelung	Puskesmas/Puskesmas Pembantu	97.373741	4.01395500000001
6806	Puskesmas Kampung Blangjerango	Puskesmas/Puskesmas Pembantu	97.265849	4.01545399999998
6807	Pustu Leme	Puskesmas/Puskesmas Pembantu	97.343504	4.01608199999998
6808	Puskesmas Dabungelang Kampung Badak	Puskesmas/Puskesmas Pembantu	97.354423	4.01795600000003
6809	Puskesmas Kampung Kerukunan Kotapanjang	Puskesmas/Puskesmas Pembantu	97.279926	4.01948299999998
6810	Puskesmas Kampung Kerukunan Kutapanjang	Puskesmas/Puskesmas Pembantu	97.280635	4.021073
6811	Puskesmas Kampung Kota Rikitgaib	Puskesmas/Puskesmas Pembantu	97.255399	4.10441100000003
6812	Puskesmas Kampung uring	Puskesmas/Puskesmas Pembantu	97.463167	4.05931600000002
6813	Puskesmas Lokop	Puskesmas/Puskesmas Pembantu	97.52315825	4.40943528000003
6814	Puskesmas Pembantu Peunaronbaru	Puskesmas/Puskesmas Pembantu	97.68593011	4.60951089000002
6815	Puskesmas Pembantu Arulpinang	Puskesmas/Puskesmas Pembantu	97.64634775	4.61289776000001
6816	Puskesmas Peunaron	Puskesmas/Puskesmas Pembantu	97.67448186	4.61684656
6817	Puskesmas Pembantu Seuneubokpeusangan	Puskesmas/Puskesmas Pembantu	97.89816652	4.76499201000001
6818	Puskesmas Peureulak Kota	Puskesmas/Puskesmas Pembantu	97.89080101	4.78470850999997
6819	Puskesmas Rantopeureulak	Puskesmas/Puskesmas Pembantu	97.809458	4.79577799999998
6820	Puskesdes Aluebatee	Puskesmas/Puskesmas Pembantu	97.803682	4.79587700000002
6821	Puskesmas Pembantu Payameuligou	Puskesmas/Puskesmas Pembantu	97.83516001	4.80151254999998
6822	Puskesmas Pembantu Tanjungtani	Puskesmas/Puskesmas Pembantu	97.764805	4.80341600000003
6823	Puskesdes Blangbarom	Puskesmas/Puskesmas Pembantu	97.822127	4.80739999999997
6824	Puskesmas Pembantu Seuneubokbaro	Puskesmas/Puskesmas Pembantu	97.826386	4.81402800000001
6825	Puskesmas Pembantu Cotmudaitam	Puskesmas/Puskesmas Pembantu	97.90608357	4.81462461000001
6826	Puskesmas Pembantu Alueudep	Puskesmas/Puskesmas Pembantu	97.780733	4.82115599999997
6827	Puskesmas Pembantu Matangpalawi	Puskesmas/Puskesmas Pembantu	97.910764238	4.82264534900003
6828	Puskesmas Pembantu Beusaseubrang	Puskesmas/Puskesmas Pembantu	97.88279763	4.83302271999997
6829	Poskesdes Blangbalok	Puskesmas/Puskesmas Pembantu	97.89922549	4.84236937999998
6830	Puskesmas Pembantu Leubokpusaka	Puskesmas/Puskesmas Pembantu	97.4727981	4.84774234999998
6831	Puskesdes Aluebutunong	Puskesmas/Puskesmas Pembantu	97.84221699	4.85426766
6832	Puskesmas Peureulak Barat	Puskesmas/Puskesmas Pembantu	97.85957566	4.86229182
6833	Puskeswan Terpadu Peureulak Barat	Puskesmas/Puskesmas Pembantu	97.86049213	4.86333712999999
6834	Puskesmas Pembantu Dusun Mihra Istimewa	Puskesmas/Puskesmas Pembantu	97.41466155	4.86264570999998
6835	Puskesmas Pembantu Bukitkuta	Puskesmas/Puskesmas Pembantu	97.81277421	4.87120764999997
6836	Puskesmas Pembantu Dusun Tiga	Puskesmas/Puskesmas Pembantu	97.44875805	4.87354495
6837	Poskesdes Blangbuket	Puskesmas/Puskesmas Pembantu	97.81545558	4.89164700999999
6838	Puskesmas Pembantu Seureke	Puskesmas/Puskesmas Pembantu	97.43097031	4.89165799
6839	Puskesmas Pembantu Julohrayeuk Utara	Puskesmas/Puskesmas Pembantu	97.59931689	4.89313780999998
6840	Puskesmas Pembantu Seuneubokkuyuen	Puskesmas/Puskesmas Pembantu	97.78974141	4.90036427000001
6841	Puskesmas Peudawa	Puskesmas/Puskesmas Pembantu	97.81795624	4.90071312999999
6842	Puskesmas Bandaalam	Puskesmas/Puskesmas Pembantu	97.69478979	4.90255781000002
6843	Puskesmas Pembantu Pantonrayeuk A	Puskesmas/Puskesmas Pembantu	97.68349526	4.90270928000001
6844	Puskesdes Pantonmeurebo	Puskesmas/Puskesmas Pembantu	97.76049444	4.91028677000003
6845	Puskesmas Pembantu Alueieitam	Puskesmas/Puskesmas Pembantu	97.60766719	4.91133702000002
6846	Puskesmas Pembantu Seuneubok Timur	Puskesmas/Puskesmas Pembantu	97.81263465	4.91279680999997
6847	Puskesmas Idi Timur	Puskesmas/Puskesmas Pembantu	97.8002607	4.91313208999998
6848	Puskesmas Pembantu Tualangdalam	Puskesmas/Puskesmas Pembantu	97.78673214	4.91688893999998
6849	Poskesdes Alueiemirah	Puskesmas/Puskesmas Pembantu	97.59259787	4.91910051000002
6850	Puskesmas Cotgirek	Puskesmas/Puskesmas Pembantu	97.38143544	4.92070412999999
6851	PUSTU Seuneubok Teungoh Peudawapuntong	Puskesmas/Puskesmas Pembantu	97.79098956	4.92478083999998
6852	Puskesmas Pembantu Seuneuboksimpang	Puskesmas/Puskesmas Pembantu	97.679939	4.92506700000001
6853	Puskesmas Iditunong	Puskesmas/Puskesmas Pembantu	97.730145	4.925299
6854	Puskesmas Pembantu Keudedua	Puskesmas/Puskesmas Pembantu	97.75641379	4.9254669
6855	Puskesmas Blangguci	Puskesmas/Puskesmas Pembantu	97.74382	4.93347
6856	Puskesmas Pembantu Gampong Lhee	Puskesmas/Puskesmas Pembantu	97.63679372	4.93483644000003
6857	Puskesmas Pembantu Gampong Mesjid	Puskesmas/Puskesmas Pembantu	97.65716493	4.93725117999998
6858	Puskesdes Puloblang	Puskesmas/Puskesmas Pembantu	97.76382473	4.93871474999997
6859	PUSTU Meunasahpuuk	Puskesmas/Puskesmas Pembantu	97.76249017	4.94282305000002
6860	Puskesdes Aluedalam	Puskesmas/Puskesmas Pembantu	97.707761	4.94567499999999
6861	Puskesmas Langkahan	Puskesmas/Puskesmas Pembantu	97.46859776	4.94628905000002
6862	Puskesmas Idirayeuk	Puskesmas/Puskesmas Pembantu	97.77527081	4.94984498999997
6863	PUSTU Sampoimah	Puskesmas/Puskesmas Pembantu	97.72622687	4.95046886
6864	Puskesmas Pembantu Teupinbatee	Puskesmas/Puskesmas Pembantu	97.744773	4.97204362000002
6865	Puskesmas Pembantu Aluepatong	Puskesmas/Puskesmas Pembantu	97.57453529	4.97171061
6866	Puskesdes Teupinraya	Puskesmas/Puskesmas Pembantu	97.62209974	4.97431789000001
6867	Puskesmas Pembantu Kapaibaro	Puskesmas/Puskesmas Pembantu	97.693618	4.97516400000001
6868	Puskesmas Pembantu Bandarbaro	Puskesmas/Puskesmas Pembantu	97.60378537	4.97688634999997
6869	Puskesmas Pembantu Babussalam	Puskesmas/Puskesmas Pembantu	97.442	4.99668700000001
6870	PUSTU Keudereudeup	Puskesmas/Puskesmas Pembantu	97.68984279	4.99923468999998
6871	Puskesmas Pembantu Desa Tunongpayakrub	Puskesmas/Puskesmas Pembantu	97.65296929	5.00165772999998
6872	Puskesmas Pembantu Seuneubokpanton	Puskesmas/Puskesmas Pembantu	97.63306403	5.00229249
6873	Puskesdes BukeTPAnyang	Puskesmas/Puskesmas Pembantu	97.65746014	5.00462576000001
6874	Puskesmas Pembantu Desa Bukitteumpeun	Puskesmas/Puskesmas Pembantu	97.6449095	5.00709071
6875	Puskesmas Pembantu Cotasan	Puskesmas/Puskesmas Pembantu	97.67033961	5.00889282000003
6876	Puskesmas Pembantu Desa Bukettufah	Puskesmas/Puskesmas Pembantu	97.63710092	5.00890379999998
6877	Puskesmas Pembantu Desa Uleegajah	Puskesmas/Puskesmas Pembantu	97.62818375	5.01162061999997
6878	Puskesmas Pembantu Desa Payakrub	Puskesmas/Puskesmas Pembantu	97.65404401	5.01193604000002
6879	Puskesmas Alueiemirah	Puskesmas/Puskesmas Pembantu	97.63407346	5.01247357
6880	Puskesmas Pembantu Matangserdang	Puskesmas/Puskesmas Pembantu	97.475961	5.01627100000002
6881	Puskesmas Nurussalam	Puskesmas/Puskesmas Pembantu	97.6668431	5.02509814000001
6882	Puskesmas Julok Lama	Puskesmas/Puskesmas Pembantu	97.62582952	5.04138216000001
6883	Puskesmas Julok	Puskesmas/Puskesmas Pembantu	97.60797674	5.04784016999997
6884	Puskesmas Pembantu Simpangtiga	Puskesmas/Puskesmas Pembantu	97.49775387	5.05290728
6885	Puskesmas Pembantu Gampongbaro	Puskesmas/Puskesmas Pembantu	97.60132142	5.05415643999999
6886	Puskesmas Pembantu Kualageulumpang	Puskesmas/Puskesmas Pembantu	97.65025388	5.06362665
6887	Puskesmas Panteebidari	Puskesmas/Puskesmas Pembantu	97.52010204	5.06370844999998
6888	Puskesmas Pembantu Payatukai	Puskesmas/Puskesmas Pembantu	97.49956369	5.06729288999998
6889	Puskesmas Matangteungoh T	Puskesmas/Puskesmas Pembantu	97.471029	5.06724400000002
6890	PUSTU Tanjongtokblang	Puskesmas/Puskesmas Pembantu	97.57785696	5.06789035000003
6891	Puskesmas Pembantu Arakundo	Puskesmas/Puskesmas Pembantu	97.56753716	5.06854833
6892	Puskesmas Pembantu Uleeglee	Puskesmas/Puskesmas Pembantu	97.444184	5.07035500000001
6893	Puskesdes Matangrayeuk	Puskesmas/Puskesmas Pembantu	97.57801814	5.07599321999999
6894	Puskesmas Pembantu Nicah Awe	Puskesmas/Puskesmas Pembantu	97.55237949	5.07720566
6895	Puskesmas Pembantu Lhokseuntang	Puskesmas/Puskesmas Pembantu	97.60953192	5.07920038999998
6896	Puskesmas Pembantu Monsukon	Puskesmas/Puskesmas Pembantu	97.418797	5.08230800000001
6897	Puskesmas Pembantu Pucokalue Barat	Puskesmas/Puskesmas Pembantu	97.53126749	5.08521138999998
6898	Puskesmas Pembantu Matangpudeng	Puskesmas/Puskesmas Pembantu	97.49255693	5.09625781
6899	Poskesdes RambongLop	Puskesmas/Puskesmas Pembantu	97.50219746	5.10560187999999
6900	Puskesmas Pembantu Teupinmamplam	Puskesmas/Puskesmas Pembantu	97.54978521	5.10651894
6901	Puskesmas Madat	Puskesmas/Puskesmas Pembantu	97.51172785	5.10791820999998
6902	PUSTU Tanjongminjei	Puskesmas/Puskesmas Pembantu	97.46363458	5.11380825999998
6903	Puskesmas Tanahjamboaye	Puskesmas/Puskesmas Pembantu	97.449084	5.11986899999999
6904	Puskesdes Blangandam	Puskesmas/Puskesmas Pembantu	97.4758124	5.1234508
6905	Puskesmas Pembantu Keude Panteubreuh	Puskesmas/Puskesmas Pembantu	97.44404088	5.13056627999998
6906	Puskesmas Baktiya	Puskesmas/Puskesmas Pembantu	97.406488	5.13250499999998
6907	Puskesdes Lueng Dua	Puskesmas/Puskesmas Pembantu	97.50541921	5.15283221999999
6908	PUSTU Lueng Sa	Puskesmas/Puskesmas Pembantu	97.49660145	5.15520405000001
6909	Puskesmas Pembantu Tanjongmanuang	Puskesmas/Puskesmas Pembantu	97.486223	5.16636199999999
6910	Puskesmas Pembantu Matangraya	Puskesmas/Puskesmas Pembantu	97.37615735	5.16686000999999
6911	Puskesdes Aluekiran	Puskesmas/Puskesmas Pembantu	97.42331	5.17039899999997
6912	Puskesmas Seunuddon	Puskesmas/Puskesmas Pembantu	97.435548	5.17151999999999
6913	Puskesmas Pembantu Matangjeulita	Puskesmas/Puskesmas Pembantu	97.41277	5.18042600000001
6914	Puskesmas Pembantu Meunasahgeudong	Puskesmas/Puskesmas Pembantu	97.48464	5.18312300000002
6915	PUSTU MatangLada	Puskesmas/Puskesmas Pembantu	97.427837017	5.21401012199999
6916	Poskesdes Pawoh	Puskesmas/Puskesmas Pembantu	96.99314897	3.55560097799997
6917	Pustu Tengahpisang	Puskesmas/Puskesmas Pembantu	96.995245032	3.56339698699998
6918	Pustu Blangporoh	Puskesmas/Puskesmas Pembantu	96.966680008	3.56773061400003
6919	Poskesdes Blang Baru	Puskesmas/Puskesmas Pembantu	96.957080968	3.57867059
6920	Poskesdes Bateemeucanang	Puskesmas/Puskesmas Pembantu	96.981310034	3.58234302099999
6921	Pustu Suaklokan	Puskesmas/Puskesmas Pembantu	96.952630011	3.58258802400002
6922	Poskesdes Ujungtanah	Puskesmas/Puskesmas Pembantu	96.939108994	3.58370761100002
6923	Pustu Ladangtuha Satu	Puskesmas/Puskesmas Pembantu	96.933517009	3.58819602099999
6924	Poskesdes Geulanggangbatee	Puskesmas/Puskesmas Pembantu	96.945249996	3.594335613
6925	Puskesmas Lembahsabil	Puskesmas/Puskesmas Pembantu	96.942459997	3.59758199200002
6926	Poskesdes Aluerambot	Puskesmas/Puskesmas Pembantu	96.919601038	3.59825204100002
6927	Pustu Krueng Baru	Puskesmas/Puskesmas Pembantu	96.958227026	3.599948638
6928	Pustu Sejahtera	Puskesmas/Puskesmas Pembantu	96.92042196	3.60374564
6929	Pustu Pantonpawoh	Puskesmas/Puskesmas Pembantu	96.974672992	3.61496597500002
6930	Puskesmas Manggeng	Puskesmas/Puskesmas Pembantu	96.934541025	3.61708258900001
2289	Pustu Kp Beneraf Lama	Puskesmas/Puskesmas Pembantu	139.17640463	-2.06677539999998
2290	Puskesmas Nengke Dua	Puskesmas/Puskesmas Pembantu	139.10109012	-2.03350947000001
2291	Pustu Takar Satu	Puskesmas/Puskesmas Pembantu	139.12734828	-2.03882167
2292	Pustu Kasukwe	Puskesmas/Puskesmas Pembantu	138.73287505	-1.95419068000001
2293	Pustu Wapoania	Puskesmas/Puskesmas Pembantu	138.6639323	-2.00377902999998
2294	Puskesmas Sioremania	Puskesmas/Puskesmas Pembantu	138.54584729	-2.03562423
2295	Puskesmas Bagaiserwar Dua	Puskesmas/Puskesmas Pembantu	138.79757705	-1.93393983999999
2296	Pustu Kampung Martewar	Puskesmas/Puskesmas Pembantu	138.58778556	-1.77336277000001
2297	Pustu Kampung Amsira	Puskesmas/Puskesmas Pembantu	138.6863212	-1.80988884999999
2298	Puskesmas Sarmi	Puskesmas/Puskesmas Pembantu	138.7515594	-1.85515924999999
2299	Puskesmas	Puskesmas/Puskesmas Pembantu	137.290482511	-1.86110297499999
2300	Pustu Kampung Otodemo	Puskesmas/Puskesmas Pembantu	136.426502106	-2.83063263000003
2301	Puskesmas Kampung Woinap	Puskesmas/Puskesmas Pembantu	135.461273024	-1.63257532099999
2302	Puskesmas Kampung Kairawi	Puskesmas/Puskesmas Pembantu	135.902747152	-1.764823455
2303	Puskesmas Kampung Sasawa	Puskesmas/Puskesmas Pembantu	135.938158522	-1.78361247399999
2304	Puskesmas Kampung Kanawa	Puskesmas/Puskesmas Pembantu	135.970072604	-1.80109968699998
2305	Puskesmas Kampung Dumani	Puskesmas/Puskesmas Pembantu	135.51223225	-1.68175076400001
2306	Puskesmas Kampung Aibondeni	Puskesmas/Puskesmas Pembantu	135.617735454	-1.693634551
2307	Puskesmas Kampung Poom Dua	Puskesmas/Puskesmas Pembantu	135.692095908	-1.626682716
2308	Puskesmas Kampung Serewen	Puskesmas/Puskesmas Pembantu	135.72667039	-1.63588095699998
2309	Puskesmas Kampung Webi	Puskesmas/Puskesmas Pembantu	135.735605469	-1.698668226
2310	Sdn 1 Kampung Wimoni	Puskesmas/Puskesmas Pembantu	135.811789224	-1.72900603300002
2311	Puskesmas Kampung Papuma	Puskesmas/Puskesmas Pembantu	135.865427782	-1.740317076
2312	Puskesmas Kampung Warabori	Puskesmas/Puskesmas Pembantu	135.760846366	-1.71455297400001
2313	Puskesmas Kampung Natabui	Puskesmas/Puskesmas Pembantu	135.809306291	-1.681857648
2314	Puskesmas Kampung Wariori	Puskesmas/Puskesmas Pembantu	135.773649623	-1.62669814700001
2315	Puskesmas Kampung Makiroan	Puskesmas/Puskesmas Pembantu	135.791513766	-1.63182046999998
2316	Puskesmas Kampung Waisani	Puskesmas/Puskesmas Pembantu	135.833486668	-1.65617408200001
2317	Puskesmas Kampung Munggui	Puskesmas/Puskesmas Pembantu	135.836033456	-1.66273154800001
2318	Puskesmas Kampung Saruman	Puskesmas/Puskesmas Pembantu	135.914778279	-1.63696936500003
2319	Puskesmas Kampung Kaonda	Puskesmas/Puskesmas Pembantu	135.966861882	-1.65631214400003
2320	Puskesmas Kampung Karawi	Puskesmas/Puskesmas Pembantu	135.996147867	-1.65495876199998
2321	Puskesmas Kampung Ambaidiru	Puskesmas/Puskesmas Pembantu	136.177861011	-1.76423447000002
2322	Puskesmas Kampung Mantembu	Puskesmas/Puskesmas Pembantu	136.2372918	-1.85081157500002
2323	Puskesmas Serui	Puskesmas/Puskesmas Pembantu	136.242691016	-1.88442833800002
2324	Pukesmas Kampung Mariadei	Puskesmas/Puskesmas Pembantu	136.219446855	-1.87531830099999
2325	Pukesmas Kampung Aromarea	Puskesmas/Puskesmas Pembantu	136.16937828	-1.86675961700001
2326	Puskesmas Kampung Tatui	Puskesmas/Puskesmas Pembantu	136.134416769	-1.85155918800001
2327	Gereja Gpi Kampung Ariepi	Puskesmas/Puskesmas Pembantu	136.109921939	-1.84035834999997
2328	Puskesmas Kampung Ariepi	Puskesmas/Puskesmas Pembantu	136.100101665	-1.83455723100002
2329	Puskesmas Mariarotu	Puskesmas/Puskesmas Pembantu	136.021188916	-1.81777010100001
2330	Puskesmas Kamanap	Puskesmas/Puskesmas Pembantu	136.051816678	-1.83261448299999
2331	Pukesmas Kampung Sarawandori	Puskesmas/Puskesmas Pembantu	136.195076731	-1.862735192
2332	Puskesmas Kampung Kawipi	Puskesmas/Puskesmas Pembantu	136.356083332	-1.93270507599999
2333	Puskesmas Kampung Ambai Satu	Puskesmas/Puskesmas Pembantu	136.346145571	-1.915419558
2334	Puskesmas Kampung Rondepi	Puskesmas/Puskesmas Pembantu	136.340971704	-1.90892048199998
2335	Puskesmas Kampung Aitiri	Puskesmas/Puskesmas Pembantu	136.31765236	-1.85952680999998
2336	Puskesmas Kampung Waniwon	Puskesmas/Puskesmas Pembantu	136.304305065	-1.84929799700001
2337	Puskesmas Kampung Kontiunai	Puskesmas/Puskesmas Pembantu	136.296201779	-1.84359664200002
2338	Puskesmas Kampung Roswari	Puskesmas/Puskesmas Pembantu	136.141836933	-1.649732906
2339	Puskesmas Kampung Poom Dua	Puskesmas/Puskesmas Pembantu	136.448858389	-1.70530816500002
2340	Puskesmas Kampung Soromasen	Puskesmas/Puskesmas Pembantu	136.463049869	-1.70499890299999
2341	Puskesmas Kampung Ampimoi	Puskesmas/Puskesmas Pembantu	136.516158057	-1.86955008699999
2342	Puskesmas Kampung Randawaya	Puskesmas/Puskesmas Pembantu	136.524916135	-1.85264826500003
2343	Puskesmas Kampung Waita	Puskesmas/Puskesmas Pembantu	136.550467459	-1.86063883999998
2344	Puskesmas Kampung Warironi	Puskesmas/Puskesmas Pembantu	136.545207784	-1.858798525
2345	Puskesmas Kampung Wabo	Puskesmas/Puskesmas Pembantu	136.603508164	-1.86319570799998
2346	Puskesmas Kampung Korombobi	Puskesmas/Puskesmas Pembantu	136.624065135	-1.86502164900003
2347	Puskesmas Kampung Mereruni	Puskesmas/Puskesmas Pembantu	136.725198663	-1.81393078600001
2348	Puskesmas Kampung Nunsembai	Puskesmas/Puskesmas Pembantu	136.721442539	-1.81445888600001
2349	Puskesmas Kampung Nunsembai	Puskesmas/Puskesmas Pembantu	136.719392761	-1.81371026800002
2350	Puskesmas Kampung Dawai	Puskesmas/Puskesmas Pembantu	136.730592622	-1.815707089
2351	Puskesmas Kampung Barawai	Puskesmas/Puskesmas Pembantu	136.870964393	-1.80543892700001
2352	Puskesmas Kampung Waindu	Puskesmas/Puskesmas Pembantu	136.8878626	-1.782978383
2353	Puskesmas Kampung Kaipuri	Puskesmas/Puskesmas Pembantu	136.988726319	-1.84600099699998
2354	Puskesmas Kampung Nunsiari	Puskesmas/Puskesmas Pembantu	136.77009979	-1.81595797
2355	Puskesmas Kampung Rapamerei	Puskesmas/Puskesmas Pembantu	137.242522118	-1.866851328
2356	Puskesmas Kampung Poiwai	Puskesmas/Puskesmas Pembantu	137.090892673	-1.86082810300002
2357	Puskesmas Kampung Kurudu	Puskesmas/Puskesmas Pembantu	137.034752398	-1.83873348600002
2358	Puskesmas Pustu Warembori	Puskesmas/Puskesmas Pembantu	137.887143271	-1.48718294600002
2359	Puskesmas Pustu Bagusa	Puskesmas/Puskesmas Pembantu	137.834531193	-1.94545458800002
2360	Puskesmas Fawi	Puskesmas/Puskesmas Pembantu	137.727061565	-3.22772737499997
2361	Puskesmas Totoberi	Puskesmas/Puskesmas Pembantu	136.018365658	-2.83195467799999
2362	Puskesmas Dokis	Puskesmas/Puskesmas Pembantu	136.065982352	-2.75543092100003
2363	Pustu Makimi	Puskesmas/Puskesmas Pembantu	135.750510322	-3.11896559100001
2364	Pustu Maidei	Puskesmas/Puskesmas Pembantu	135.782020479	-3.17780231699999
2365	Pustu Legarijaya	Puskesmas/Puskesmas Pembantu	135.751010905	-3.16837669199998
2366	Puskesmas Napan	Puskesmas/Puskesmas Pembantu	135.755368598	-3.05218246200002
2367	Puskesmas Kokonao	Puskesmas/Puskesmas Pembantu	136.437079147	-4.71148171599998
2368	Pustu Gameijaya	Puskesmas/Puskesmas Pembantu	135.570618075	-3.57626218000001
2369	Pustu Margajaya	Puskesmas/Puskesmas Pembantu	135.589197277	-3.50334592299998
2370	Pustu Argomulyo	Puskesmas/Puskesmas Pembantu	135.606646009	-3.50035154699998
2371	Puskesmas Atuka	Puskesmas/Puskesmas Pembantu	136.572217042	-4.79066835700002
2372	Puskesmas Pembantu	Puskesmas/Puskesmas Pembantu	136.51888631	-4.76384611100002
2373	Puskesmas Pembantu Ayuka	Puskesmas/Puskesmas Pembantu	136.862412808	-4.70280222600002
2374	Klinik	Puskesmas/Puskesmas Pembantu	136.783495291	-4.693659051
2375	Puskesmas Uta	Puskesmas/Puskesmas Pembantu	136.005199377	-4.54803775900001
2376	Puskesmas Pembantu Aikawapuka	Puskesmas/Puskesmas Pembantu	136.58556912	-4.681286425
2377	Klinik Caritas	Puskesmas/Puskesmas Pembantu	136.816535056	-4.67287622800001
2378	Rumah Bersalin	Puskesmas/Puskesmas Pembantu	136.827358383	-4.67284808599999
2379	Puskesmas Wania	Puskesmas/Puskesmas Pembantu	136.827844862	-4.67278352199997
2380	Pukesmas Pembantu Lama Paripi	Puskesmas/Puskesmas Pembantu	136.32976844	-4.66580209400001
2381	Puskesmas Muare	Puskesmas/Puskesmas Pembantu	136.827094332	-4.66375099999999
